Bedrijf;E-mail;Contact;Adres;Post;Gemeente;Telefoon;Standnr;Sector;groen;geel;rood;blauw
Federale Overheidsdienst Financiân;ludwig.decooman@minfin.fed.be;Ludwig De Cooman;Koning Albert II-laan ˇ33;1030;Brussel;0470 76 80 31;95;"Met zowat 21.000 personeelsleden is de FOD Financiân het grootste federale departement.
De FOD Financiân beheert de middelen die onze maatschappij laten draaien. Dit werk wekt vertrouwen bij de burgers. Zij kunnen gerust zijn dat de belastingen, rechten en taksen op een correcte en evenwichtige manier worden geãnd. Maar het is natuurlijk meer dan innen. De FOD Financiân staat ook in voor de correcte verdeling van deze middelen om projecten te realiseren die iedereen ten goede komen: infrastructuur, sociale voorzieningen, onderwijs?";TRUE;FALSE;FALSE;TRUE
Ferrantie Computer Systems;kim.lucas@ferranti.be;Kim Lucas;Romeynsweel 7;2030;Antwerpen;03 540 49 80 of 0486 30 53 15;76;"Sinds 1976 helpen we helpen onze klanten om zich te verbeteren. We zijn trots op dit trackrecord, maar blijven altijd vooruitkijken, want innovatie en vooruitgang staan nooit stil.
Ferranti bestaat uit 3 bedrijven met elk hun eigen specialiteiten: MECOMS, het toepassingsplatform van de toekomst specifiek voor energie- en nutsbedrijven, FrontForce voor integraties en realtime, bedrijfskritieke oplossingen; en Silta uw betrouwbare IT-partner met Silta Cloud, Connect & Control.
Als gevolg van onze jarenlange ervaring en expertise in een beperkt aantal industrieân, gebruiken we altijd de juiste specialisten, zodat we samen met u kunnen innoveren.";FALSE;FALSE;FALSE;TRUE
Fidea;davina.de.block@fidea.be;Davina De Block;Delacenseriestraat ˇ1;2018;Antwerpen;03 203 80 98;75;"Fidea is een nationale verzekeringsmaatschappij met een uitgebreid gamma van verzekeringsproducten en -concepten in Niet-Leven en Leven voor particulieren, zelfstandigen en ondernemingen. Die biedt Fidea aan via een breed netwerk van onafhankelijke verzekeringsbemiddelaars en agenten van bankverzekeringspartners Crelan en Bank Nagelmackers. Fidea slaagt erin om elke medewerker een familiale aanpak in een toegankelijke werksfeer te garanderen. Naast de hoofdzetel in centrum Antwerpen beschikt Fidea ook over een regionale zetel in Braine-l?Alleud.
Hoofdkantoor: Fidea NV, Delacenseriestraat 1, 2018 Antwerpen - tel.: 03/203 85 11 ? website: Fidea Verzekeringen - volg Fidea op LinkedIn, Facebook en Twitter.";TRUE;FALSE;FALSE;TRUE
FIDUCIAL;contact.recruitment.be@fiducial.net;Stephanie Van Mossevelde;Louizalaanˇ148;1050;Brussels;02 639 15 85;77;"FIDCIAL Accountancy is een internationale organisatie in volle ontwikkeling met een dynamische ondernemersgeest. Wij treden op als dagelijkse business partner van onze klanten in verschillende domeinen: juridisch advies, accountancy, loonadministratie, fiscaliteit, overnames en herstructureringen, kantoorbenodigdheden, ? 
Onze lokale aanwezigheid stelt ons in staat om het vertrouwen en de nauwe band met onze klanten op te bouwen. We tellen vandaag een twintigtal kantoren over heel Belgiâ.";TRUE;FALSE;FALSE;FALSE
First Immo n.v.;rik@firstimmo.be of wil@firstimmo.be;Rik Herrygers en Wim Peleman;Frankrijklei ˇ156-158;2000;Antwerpen;;79;First Immo is sinds jaren een gevestigde waarde in de vastgoedwereld in en om Antwerpen. Wij beschikken over een zeer uitgebreid netwerk van relaties en een team van vastgoed-bemiddelaars die de immomarkt op de voet volgen.;FALSE;FALSE;FALSE;FALSE
Foreach;job@foreach.be;Lisa Moreels;Sint- Bartholomeusstraatˇ130;2170;Merksem;03 290 79 11;80;"Foreach is een softwareontwikkelaar, opgericht in 2006, met haar hoofdkwartier aan het Dokske in Merksem en een satellietkantoor in Mechelen. Over deze twee vestigingen heen werken zo?n veertig mensen aan complexe webplatformen die de kernbezigheid van onze klanten ondersteunen; onze nadruk ligt dan ook op performantie, stabiliteit en schaalbaarheid.";FALSE;TRUE;FALSE;TRUE
Geo Square NV;kristel.dewit@geosquare.eu;Kristel Dewit;Prins Boudewijnlaanˇ41;2650;Edegem;03 443 20 78;81;"We are specialists in Spatial Data, Tools & Technologies. We build solutions for Mobile Workforce and connect Assets.
We deliver solutions, services and products via 5 complementary business units who are focused on bringing added value based on spatial information & context. 
We focus on the following sectors:

?	Government
?	Utility & Large Industry
?	Transport & Logistics
?	Construction & Installation
?	Mobility";FALSE;TRUE;FALSE;TRUE
Gima Machines BVBA;brigitte.bussels@gima-machines.be;Bussels Brigitte;Industrieweg ˇ13A;2630;Aartselaar;03 870 36 90;82;"Ons team bestaat uit een 30-tal gedreven mensen. Samen beschikken we over de nodige kennis en ervaring in zowel elektrische als mechanische zaken, die we als team bundelen.
Deze combinatie zorgt ervoor dat we steeds een oplossing kunnen bieden voor problemen, gaande van oude conventionele machines tot CNC-wertuigmachines met de allernieuwste CNC- sturing.

Ons bedrijf is gekend voor:

?	Vakkundige service op alle CNC-werktuigmachines
Wij hebben een sterke specialisatie in CNC-besturingen en servo-systemen van de merken Siemens, Heidenhain en Fanuc.;
?	Geometrische controle en correctie ;
?	Volledige retrofit van CNC- werktuigmachines.
?	Opstellen van preventieve- en curatieve onderhoudscontracten;
?	Engineering en ontwerpen van prototype machines.";FALSE;FALSE;TRUE;TRUE
Grant Thornton;jobs@be.gt.com;Evi Desmet;Potvlietlaanˇ6;2600;Berchem;03 235 66 66;94;"Grant Thornton offers a full range of services: Audit, Advisory, Accountancy and Tax & Legal. You can find our offices in Antwerp, Brussels, Turnhout, Ghent, Hasselt and Tournai. With our services, we help clients, businesses of all sizes and address their challenges. 
Being part of the worldwide network  Grant Thornton International, gives us the opportunity to draw a global expertise from over 47,000 people in 130 countries. Our teams collaborate on client projects and learn from each other in the progress.";FALSE;FALSE;FALSE;FALSE
Groep Anthonissen & KMO TEAM;fjanssens@anthonissen.com;Flo Janssens;Dorpsstraat ˇ174;2940;Stabroek;0490 56 34 33;4;"ONTPLOOI JEZELF!
Vind jij ontwikkeling, teamwerk en  vertrouwen net zo belangrijk als wij?
Wil je zelf je carriäre kunnen uitstippelen in een snel groeiende organisatie?
En put jij er voldoening uit om klanten (pro)actief de allerbeste service te bieden?

Groep Anthonissen is vÇÇl meer dan een boekhoudkantoor, het is een totaaladviseur die KMO?s van dichtbij helpt hun zaak uit te bouwen. Ontplooiing staat centraal in alles wat we doen. Voor onze klanten Çn onze eigen mensen. Al meer dan 3250  klanten doen in alle vertrouwen een beroep op onze uitzonderlijke dienstverlening als ze belangrijke beslissingen nemen op vlak van boekhouding, personeelszaken, IT-services, enz. Hiervoor staat een gedreven team van circa 120 medewerkers waarvan 26 vennoten paraat, verspreid over 15 regionale kantoren. We hechten dan ook veel belang aan een constructieve samenwerking, een positieve sfeer & aandacht voor initiatief. Alleen zo kunnen onze mensen het beste van zichzelf geven en doorgroeien tot topadviseurs die zich goed in hun vel voelen.";TRUE;FALSE;FALSE;TRUE
GROEP VDH;chris.vandyck@groepvdh.be;Chris Vandyck;Toekomstlaan 1;2200;Herentals;014 25 70 46;59;"Groep VDH NV maakt deel uit van de groep Willy Van Doorne Internationaal en is de oficiâle concessiehouder van Mercedes Benz in Herentals, Mol en Diest.  Groep VDH is uw referentiepunt voor service en verkoop van Mercedes personen-, bestel- en vrachtwagens;";FALSE;FALSE;TRUE;TRUE
GZA VZW;an.vleugels@gza.be;An Vleugels;Oosterveldlaanˇ22;2610;Wilrijk;03 443 42 50;112;"GasthuisZusters Antwerpen (GZA) is een organisatie van zorg- en welzijnsvoorzieningen. De groep bestaat uit een ziekenhuis met drie campussen en meerdere woonzorgcentra.
Elke dag vinden zo?n 1170 patiânten de weg naar ons ziekenhuis. Op onze drie campussen samen staan 3100 enthousiaste, competente medewerkers en 370 gespecialiseerde artsen uit de meest diverse disciplines voor hen klaar.
Wees gerust, je springt hier niet in het ijle. GZA is een modern uitgeruste groep vooruitstrevende ziekenhuiscampussen en woonzorgcentra met voor elk wat wils. Bekijk al onze vacatures op www.werkenbijgza.be.";TRUE;TRUE;TRUE;TRUE
HAYS;nathalie.vandersteichel@hays.com;Nathalie Van der Steichel;Noordersingel 23 ARC 4;2140;Antwerpen;0470 19 10 44;2;"Als ÇÇn van de grootste recruitment specialisten wereldwijd plaatsen wij gekwalificeerde kandidaten in vaste, tijdelijke, interim of contracting jobs. Bij Hays geloven wij erin dat er altijd ÇÇn iemand is die perfect in een bepaalde functie past. Wij gaan hierbij dan ook tot het uiterste om deze persoon te vinden, en juist te plaatsen. 
Onze consultants hebben elk een expertise uitgebouwd in een bepaalde divisie, waarbij zij de kandidaten precies kunnen koppelen aan de juiste job. In Belgiâ hebben we 8 kantoren waar telkens verschillende van onze divisies terug te vinden zijn.
Wij bieden een expertise in de volgende divisies: Marketing, Sales, Retail, Office, Office Professionals, HR, Legal, Construction, Engineering, Purchasing & Logistics, IT, Banking & Insurance,  Accountancy & Finance en Life Sciences.";TRUE;TRUE;TRUE;TRUE
HR Impulse;evelyn@hrimpulse.be;Evelyn Kerstens;Rijnkaai ˇ37;2000;Antwerpen;0472.543.673;111;"Wij zijn HR Impulse, een jonge start-up, gepassioneerd door talent-matchmaking!
Voor wie op zoek is naar een job hebben wij goed nieuws: Wij kunnen je perfect voorbereiden op jouw ?next big step?: solliciteren. 
HR Impulse is ?not your average? recruiting agency. DÖt heb je goed gelezen! 
Met onze vlotte coaching skills zorgen wij ervoor dat jij jezelf en jouw mooie talenten onderscheidt van de rest! Wees geen grijze muis in cv-land en ontdek jouw unieke soft skills bij onze stand. Zo heeft jouw cv weer wat brandstof om je uniekheidslevel op te boosten met jouw diverse talenten en bagage in een origineler jasje. Na verdere screening van jouw cv, hebben wij misschien de perfecte jobmatch in petto?  
Wil je meer weten over HR Impulse? Check: https://hrimpulse.be.";TRUE;TRUE;TRUE;TRUE
I-Care Group;bjorn.jacobs@icareweb.com;Bjorn Jacobs;Rue RenÇ Descartesˇ18;7000;Mons;0490 11 05 64 of 016 40 01 36;22;"Since 2004, I-care Group is the international leader in Predictive Maintenance and Reliability Engineering. 
With its headquarter in Belgium and subsidiaries in France, Germany, the Netherlands, Poland, Italy, Spain, Switzerland, USA, Australia, with ambition to grow even more international, our team of 300+ engineers can service customers anywhere in the world.  
I-care Group offers a wide range of high added value products, training and services to predict, advice and accompany its industrial customers in optimized maintenance plans, assets reliability and production availability at controlled costs by reducing the risk of unplanned shutdowns.
PREDICTIVE MAINTENANCE
Our Predictive Maintenance expertise includes the following technologies: 
? Spectral vibration analysis
? Oil analysis
? Infrared thermography
? Ultrasound analysis
? Electrical motor analysis
? Onsite dynamic balancing
? Laser alignment
RELIABILITY ENGINEERING
Our Reliability Engineering proposes a wide range of services, from criticality analysis to spare parts optimization through planning and scheduling or preventive maintenance procedure implementation and a lot more.
WI-CARE & I-SEE
In 2013, after more than 5 years of research and development, I-care launched its Wi-care ? product range, cutting edge of technology vibration and temperature sensors equipped with wireless transmitters, supported by I-see ?, the web data treatment portal also developed internally. Since their launch, Wi-care ? and I-see ? have never stopped improving and are now among the best solutions in the market for 4.0 maintenance.
I-care serves customers every day in the following industry segments: 
? Process (Pharma, Oil & Gas, Chemical, Food & beverage)
? Power Generation (Nuclear, Gas, Coal, Combined, Wind)
? Mining & Extraction
? OEM
Visit our website (www.icareweb.com ) or contact us at info@icareweb.com  for more Contactpersonen:
-	Bjîrn Jacobs (Corporate Recruitment Manager) 
-	Rik Van Ballaert (Teamleader Predictive Maintenance)
-	Wouter Bogaerts (Director Reliability Centered Lubrication)
-	Glen Lathouwers (Predictive Maintenance Engineer)
Adressen Belgiâ
-	Interleuvenlaan 64, 3001 Heverlee
-	Prins Boudewijnlaan 17 B7, 2550 Kontich
-	Rue RenÇ Descartes 18, 7000 Mons
-	Rue de la Paix 3, 4500 Huy (Tihange)";FALSE;FALSE;TRUE;FALSE
iDA Mediafoundry;steven.rymenans@ida-mediafoundry.be;Steven Rymenans;Veldkantˇ33A;2550;Kontich;0472 46 04 46;110;"?Als internationale speler met sterke Belgische roots, helpt Reditech lokale bedrijven marktbepalend te zijn. Inzicht in de prestaties en efficiântie van zowel machines als het productie- en operationele proces is cruciaal voor het behalen van bedrijfsresultaten en komt de competitiviteit ten goede. Door de productieomgeving te automatiseren en relevante data te verzamelen uit systemen, krijgt de klant tools in handen om productie en operationele processen doordacht (bij) te sturen en duurzaam een stevige concurrentiepositie uit te bouwen.

Onze meerwaarde bestaat niet enkel uit kennis en expertise, maar ook uit partnerships. Samen met de klant realiseren we effectieve oplossingen die we als partners onderhouden en optimaliseren. Ben jij gebeten door automatisering? Gepassioneerd door robotica, elektronica of software? Heb je zin om aan de slag te gaan met allerhande systemen van verschillende leveranciers? Wil jij ons helpen inzicht te creâren in het productieproces van onze klanten? Jouw werk tot leven zien komen en dat in tal van sectoren, in binnen- en buitenland?
Dan bouwen we met jou samen graag aan de fabriek van de toekomst!?";TRUE;TRUE;TRUE;TRUE
Imtech Belgium NV;silke.malfroy@imtech.be;Silke Malfroy;Industrielaan ˇ28;1070;Anderlecht;02 558 59 11;109;Bij Imtech Belgium ontwerpen, realiseren en onderhouden we installaties voor gebouwen en industrie in tal van sectoren. Met een duidelijke focus op organisaties en bedrijven, staan we sterk in complexe technische projecten die een aanpak op maat vragen.;FALSE;FALSE;TRUE;TRUE
Info Support;Hanjo.deWit@infosupport.com;Hanjo De Wit;Generaal De Wittelaanˇ17 bus 30;2800;Mechelen;+31 6 5122 9055;108;"Hoe wil je  het begin van je carriäre beleven? Kies je voor de zekere en gemakkelijke opdracht of ga je op zoek naar de eigen grenzen? Kies je voor zekerheid of wil je net een succesvolle carriäre lanceren. Een stageopdracht of eerste job kiezen is moeilijker dan het lijkt.

Bij Info Support vinden we dat een bedrijf haar young professionals een aantal dingen moet kunnen bieden. In de eerste plaats is dit een goede begeleiding in de vorm van vakmensen die de tijd krijgen en nemen om jou als young professional wegwijs te maken in de technische en professionale wereld. Daarnaast kiezen we voor uitdagingen, afgelijnde opdrachten die je samen met een team van begin tot einde kan doorlopen, steeds gebruik makend van de nieuwste technologie.

Elke young professional bij Info Support begint met een opleidingstraject op maat. We kijken hierbij naar je sterktes, zwaktes en interesses om zo een stabiele en brede basis te vormen die enorm van pas komt bij de start van je carriäre. Vanaf daar kan je jezelf specialiseren in alle mogelijke richtingen. Of het nu mobile, cloud of web development is, alle soorten projecten vind je bij ons terug. De enige constante is dat we de software steeds op maat van onze klant bouwen.

Heb je passie voor software ontwikkeling? Wil je graag met de nieuwste technologie aan de slag? Zit je vol ambitie en wil je jouw carriäre een echte kickstart geven? Stel je dan kandidaat bij Info Support!";FALSE;FALSE;TRUE;TRUE
Ingenium nv;jobs@ingenium.be;Ellen Dhaese;Nieuwe Sint-Annadreefˇ23;8200;Brugge;050 40 45 30;93;"EXPERTS IN SUSTAINABLE BUILDINGS
Als ingenieursbureau adviseren, ontwerpen en optimaliseren we de bouwfysische kwaliteiten, energievoorzieningen en technische installaties van ambitieuze bouw- en renovatieprojecten in de meest uiteenlopende sectoren. Door een breed en complementair dienstenaanbod is Ingenium de ideale partner in elke fase van de volledige levenscyclus van een gebouw. Het resultaat? Gebouwen die energiezuinig, duurzaam, intelligent en comfortabel zijn Çn blijven, met CO?-neutrale en energiepositieve gebouwen als ultiem doel.
Ruim 50 jaar ervaring met projecten in ziekenhuizen, labo?s, datacenters, cultuurhuizen, retail- en industrieprojecten, scholen en duurzame woon- en kantoorsites leverde ons een enorme kennis op. Door consultancy, engineering en commissioning zijn we bovendien de ideale kennispartner in elke fase van de levenscyclus van een gebouw. Projecten tot een goed einde brengen, doen we in cocreatie met de klant. Zo kunnen we garanderen dat de techniek perfect aansluit bij de verwachtingen van de gebruikers van een gebouw of site.";FALSE;FALSE;TRUE;TRUE
Intelect;work@intelect.be;Laura Werbrouck;Kontichsesteenweg ˇ67;2630;Aartselaar;03 458 12 86;92;"Intelect is de partner van KMO's op het vlak van selectie, uitzend en consultancy. Dankzij onze expertise en ons motto: ?No Guts No Glory? leveren we sterk advies aan onze klanten. Met de opening van ons negende kantoor in het vizier, zoeken we Consultants die samen met ons willen groeien. 
Wat bieden wij aan? Onze kennis, een (door)groeitraject op maat, verantwoordelijkheid, opleidingen en een fantastische cultuur (en dat zeggen we geheel objectief, beloofd). 

Zin om mee te groeien? Kom langs op de jobbeurs. We kijken ernaar uit je te ontmoeten.";TRUE;FALSE;FALSE;FALSE
Inuits;elkevanmeir@mag-da.be;Elke Van Meir;Essensteenwegˇ31;2930;Brasschaat;0472 45 78 25;91;"INUITS is een Europees Open Source bedrijf met een sterk team van professionals, actief aan de frontlinie van de DevOps beweging. We zijn innovatief en van mening dat grenzen verlegd moeten worden. Wij willen dat onze werknemers bijleren, zichzelf verbeteren en een stuwende kracht worden binnen de Open Source community. 
Door te genieten van hun job en het werk dat ze leveren, inspireren onze consultants zichzelf en anderen rondom hen dagelijks. 
We zijn een Open Source shop, continu op zoek naar mensen met ervaring/interesse in verschillende programmeer- en scriptingtalen en Linux-distributie";TRUE;FALSE;TRUE;FALSE
IRIS Group;hr.recruitmant@iriscorporate.com;Vincent Imperiali;Rue du Bosquet 10;1348;Louvain-la-Neuve;01 048 75 47;90;"Our mission is to help our clients to go digital.

Our solutions and services include scanning and capture solutions, EIM, IT infrastructures, Managed services, Hybrid cloud and IT consultancy";FALSE;FALSE;FALSE;TRUE
ISS Facility Services;burcugul.altindis@be.issworld.com;Burcu Altindis;Asiadok Oostkaai, haven 28;2030;Antwerpen;03 800 56 05;88;ISS  (www.be.issworld.com) is van Deense oorsprong en bestaat sinds 1901. Met een half miljoen medewerkers in 77 landen zijn we ÇÇn van de belangrijkste facilitaire dienstverleners in de wereld. In Belgiâ en Luxemburg stellen we bijna 10.000 mensen te werk als keukenpersoneel, schoonmakers, receptionistes, technische en logistieke medewerkers of facility managers. Zij worden geleid en ondersteund door 500 specialisten in management, administratie, ondersteuning en verkoop. Ons hoofdkantoor bevindt in Vilvoorde.;TRUE;FALSE;TRUE;FALSE
Itzu Jobs NV;wendy.nelissen@itzujobs.eu;Wendy Nelissen;Ilgatlaan ˇ15;3500;Hasselt;011 28 00 56;89;We zijn een jong, flexibel en creatief bedrijf waarbij jij op de eerste plaat staat. Samen gaan we op zoek naar de juiste match voor jou of jouw bedrijf. We focussen ons op jouw sterktes en gaan van daaruit verder. Bij ons sta jij centraal!;TRUE;TRUE;TRUE;TRUE
Jacobs Belgiâ NV;inne.guns@jacobs.com;Inne Guns;Noorderlaanˇ127;2030;Antwerpen;03 540 94 24;87;"Jacobs Belgiâ is een studiebureau actief in de chemische en petrochemische sector.
Jacobs biedt professionele diensten aan voor 
?	haalbaarheidsstudies, conceptstudies, basisontwerpen, detailstudies,
?	projectbeheer, 
?	aankoop, 
?	consulting, 
?	constructiebeheer en 
?	opstarten van industriâle installaties.

Met 600+ medewerkers, kantoren in Antwerpen en Gent, en met aanwezigheid 'on site' bij onze klanten, werken we aan nationale en internationale projecten.
De Jacobs project portfolio is zeer divers en boeiend voor (pas afgestudeerde) ingenieurs.
Onze projecten vergen de inzet van een multidisciplinair technisch team en bieden zo kansen om uw kennis te verbreden en/of te verdiepen.
Jacobs Belgiâ behoort tot de Jacobs groep. Jacobs is een wereldwijde speler op het gebied van Engineering, Procurement en Constructie management (EPCM). Met 77.000 medewerkers, in 30 landen behoren we tot de grootste in de sector.

Watch us on YouTube: Video Jacobs Belgium

www.jacobs.com/careers";FALSE;TRUE;TRUE;TRUE
JIDOKA;paula.kozanecka@jidoka.be;Paula Kozanecka;Cardo Campus, Kempische Steenweg 303/6;3500;Hasselt;;83;"JIDOKA is een ambitieus IT bedrijf opgericht in 2013. Ondertussen hebben we 2 kantoren inˇ Hasselt en Mechelen en een team van 40 professionals. De letterlijke vertaling van hetˇ Japanse JIDOKA is ?automation with a human touch?. Dus de menselijke factor is bij onsˇ immer zo cruciaal en staat centraal in al onze beslissingen.ˇ
Wij zijn gespecialiseerd in maatwerk software oplossingen (websites, mobile apps, webˇ applicaties, back-office tools?) en begeleiden onze klanten in de hele project lifecycle (vanafˇ business case tot de uiteindelijke implementatie & oplevering). Zo kunnen onze klanten zichˇ zorgeloos focussen op hun core business, terwijl wij hun IT uitdagingen uit handen nemen.ˇˇ
Wij hebben een team van diverse specialisten die ingezet kunnen worden voor diverseˇ projecten voor verschillende klanten tegelijkertijd. Onze analisten en project managersˇ brengen verwachtingen, business processen en bedrijfsomstandigheden nauwkeurig in kaart,ˇ terwijl onze solution engineers en architecten de ontwikkelingsfase voor hun rekeningˇ nemen. 
We bieden onze medewerkers een gevarieerde job aan in de boeiende wereld van IT waarbijˇ er aandacht gegeven wordt aan persoonlijke groei en ontwikkeling, knowledge sharing onderˇ collega?s, doorgroeimogelijkheden, uitdagende projecten en een leuke werkomgeving met deˇ nodige portie fun en teambuilding.ˇˇ
Meer over JIDOKA via ?www.jidoka.be  Andere vestiging: The Cresent, Motstraat 30, 2800 Mechelenˇ";FALSE;TRUE;FALSE;TRUE
JooS Consulting & PZ;joyce.lambreghts@joosconsulting.be;Joyce Lambreghts;Galileilaanˇ18;2845;Niel;03 448 38 64;61;"JooS Consulting, een Belgisch consultancybedrijf met heel wat bekende bedrijven en sterke merken als klanten. Voor hen verzorgen we alle finance and accounting zaken ? van boekhouding tot cash management en zelfs supply chain. Of beter gezegd, daar zorg jij als professional voor. Samen met de medewerkers op de boekhouding, supply chain of finance afdeling van onze klant natuurlijk, met wie je ÇÇn team vormt.

PZ is een Belgisch consultancybureau met heel wat bekende bedrijven en sterke merken als klanten. Voor hen verzorgen we alle hr-zaken ? van recruitment tot payroll en alles daar tussenin. En daar hebben we jou voor nodig. Want als payroll professional zorg jij voor een foutloze loon- en personeelsadministratie. Samen met de medewerkers op de payroll-afdeling van onze klant natuurlijk, met wie je ÇÇn team vormt.";TRUE;FALSE;FALSE;FALSE
Katoen Natie;Tom.deschutter@katoennatie.com;Tom De Schutter;Luithagen Haven 9;2030;Antwerpen;03 570 44 05;136;"wereldwijd combineert KATOEN NATIE engineering en technologie om klantgerichte, technologische en logistieke oplossingen te bieden aan bedrijven, actief in verscheidene industrietakken. Katoen Natie heeft 181 vestigingen verspreid over 35 landen in Europa, NoordAmerika, Zuid-Amerika, Afrika en het Verre Oosten en stelt meer dan 14.000 mensen tewerk. Gelieve onze huidige vacatures te willen vinden op volgende website: 
https: //www. katoen natie. co m/ ca ree rs/";TRUE;TRUE;TRUE;TRUE
KBC;jobs@kbc.be;Elke Va,ton;Havenlaanˇ2;1080;Brussel;02 448 48 18;68;"#Maakhetmee bij KBC 
Als grootste Belgische bank-verzekeraar bouwen we elke dag aan ideeân en oplossingen die onze klanten Çn onze samenleving vooruithelpen. We zijn gedreven en hebben de ambitie om de ?referentie? te zijn in de financiâle sector. 

Maak mee het verschil. En de toekomst.
De wereld staat niet stil. Daarom bedenken we vandaag al volop oplossingen voor de toekomst. We spelen in op de digitaliseringsbehoeften van onze klanten en we zetten onze schouders onder maatschappelijk relevante thema's zoals milieu en mobiliteit.

Makers, met een hart voor onze klanten en onze samenleving
Al onze medewerkers spelen een belangrijke rol in die vernieuwing. Zij zijn de ?makers?, die elke dag het beste van zichzelf geven met frisse ideeân, gedurfde initiatieven en zinvolle producten.
Het mee maken bij KBC betekent ook verantwoordelijkheid durven nemen, gedreven zijn om projecten op de agenda te plaatsen en je ideeân te delen met het team. 

Ben jij ook een Maker en wil je aan de slag in onze Great Place to work? 
Neem dan een kijkje op www.kbc.be/jobs of volg ?KBC Bank & Verzekering? via LinkedIn.";TRUE;TRUE;FALSE;TRUE
KH Engineering;Katrien.vandenwyngaert@khe.eu;Katrien Van den Wyngaert;Uitbreidingstraat ˇ80;2600;Berchem;03 206 07 40;196;KH Engineering Antwerpen is een multidisciplinair engineeringbureau dat diensten verleent in project management, engineering, procurement en constructie management voor industriâle  projecten. De diensten die geleverd kunnen worden varieren van haalbaarheidsstudies over basic engineering, detailed enginering, procurement en contracting tot start-up assistentie. Alle disciplines om een project van a tot z op te nemen zijn binnen onze organisatie aanwezig.;FALSE;FALSE;TRUE;FALSE
KPMG;ivanimpe@kpmg.com;Ineke Van Impe;Luchthaven Brussel Nationaal ˇ1K;1930;Zaventem;02 708 37 83;193;KPMG is een internationaal netwerk van professionele bedrijven die diensten bieden op het vlak van Audit, Tax & Legal, Advisory en Accounting. Met meer dan 1300 werknemers kan je bij ons terecht in verschillende regionale kantoren. Momenteel zijn wij op zoek naar pas afgestudeerden om ons te versterken als Accounting Assistant en Management Assistant.;TRUE;FALSE;FALSE;FALSE
Kuehne + Nagel;bevis.belmans@kuehne-nagel.com;Bevis Belmans;Borsbeeksebrugˇ30/1;2600;Antwerpen;0486 14 01 96;195;With over 79,000 employees at some 1,300 locations in over 100 countries, the Kuehne + Nagel Group is one of the world?s leading logistics companies. Its strong market position lies in the seafreight, airfreight, contract logistics and overland businesses, with a clear focus on providing IT-based integrated logistics solutions. Further information can be found at www.kuehne-nagel.com;TRUE;FALSE;FALSE;TRUE
Lab Support;info@labsupport.be;Ilse Ghyselinck;Schaliânhoevedreefˇ20 T;2800;Mechelen;015 44 58 80;153;"Lab Support is een gespecialiseerd recruteringskantoor voor personeel in en rond het labo. Wij hebben het concept gecreâerd van recrutering door wetenschappers, voor wetenschappers. Onze recruiters hebben zelf een chemische achtergrond Çn jaren labo-ervaring. Zij begrijpen dus uw achtergrond en ervaring.  Wij recruteren voor bedrijven in de chemische en farmaceutische industrie, biotechnologie, voedings- en drankindustrie, cosmetica en klinische sector.  
Functies van o.a. laborant, operator, labo manager, validatie-ingenieur, kwaliteitsmedewerker (ISO, HACCP, GMP, BRC), technisch-commerciâle functies.";FALSE;TRUE;FALSE;FALSE
LANXESS nv;margot.thys@lanxess.com;Margot Thys;Scheldelaanˇ420;2040;Antwerpen;0473 33 64 10;115;LANXESS is een leider op het gebied van speciaalchemie en is aanwezig in 75 productievestigingen in 25 landen. In de Antwerpse haven heeft LANXESS nv fabrieken in Kallo en Lillo, waar rubberchemicaliân en tussenproducten voor kunststoffen worden gemaakt. Wij zoeken medewerkers die samenwerken en van elkaar leren. Om samen met de ruim 19.000 collega's wereldwijd waarde te creâren en ook te beleven. Collega's die voor kwaliteit staan, want kwaliteit werkt. We willen een onderneming zijn waarvan het succes wordt bepaald door het persoonlijke engagement en de prestaties van elke werknemer.;FALSE;FALSE;TRUE;FALSE
Liantis;hannelore.jonckheere@liantis.be;Hannelore Jonckheere;Jan Breydellaan 107;8200;Brugge;050 47 49 79;152;"Bij Liantis ondersteunen ruim 1.700 collega?s ondernemende mensen bij al hun mensenzaken. Elke dag helpen we onze klanten vooruit. We nemen hun zorgen weg, zodat ze met vertrouwen naar de toekomst kunnen kijken. 
Mensen zijn het kloppend hart van onze groep. Daarom investeren we in onze medewerkers. We wakkeren passie aan en geven talent alle ruimte om open te bloeien. Binnen een grote en diverse organisatie als de onze ben je bovendien verzekerd van een veelzijdige loopbaan. Je krijgt groeikansen en doet voortdurend nieuwe kennis op. Samen met een team van collega?s die allen hetzelfde ondernemende DNA en dezelfde waarden delen.
Heb jij zin om als echte compagnon de route ondernemers bij te staan? Blink jij uit in klantgerichtheid en nauwkeurigheid, en wil je ondernemers vooral laten ondernemen? Breng dan zeker een bezoekje aan de Liantis-stand. We doen je graag de vele carriäremogelijkheden bij onze groep uit de doeken Çn geven je tips en advies rond hoe je een goed cv opstelt. 
Benieuwd? Neem dan nu alvast een kijkje op liantis.jobs. Je vindt er niet alleen een pak interessante vacatures bij Liantis, maar ook boeiende jobaanbiedingen bij werkgevers over het hele land.";TRUE;FALSE;TRUE;FALSE
